,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status (Approved),Property_Area_Semiurban,Property_Area_Urban
275,LP001900,1,1,1,0,0,-0.4343495142530931,0.8132677861651926,115.0,8,1,1,1,0
276,LP001903,1,1,0,0,0,-0.23088061250785172,0.9976914990325344,207.0,8,1,1,1,0
277,LP001904,1,1,0,0,0,-0.37656631045899,0.7045508766189863,80.0,8,1,1,0,1
278,LP001907,1,1,0,0,0,1.5026155013152425,-1.1028368386382617,436.0,8,1,1,1,0
279,LP001908,0,1,0,1,0,-0.213365590394625,-1.1028368386382617,124.0,8,1,1,0,0
280,LP001910,1,0,1,1,1,-0.2210591047808087,0.9007873409951539,158.0,8,0,0,0,1
281,LP001914,1,1,0,0,0,-0.24168427100759904,0.5568060486368371,112.0,8,1,1,1,0
282,LP001915,1,1,2,0,0,-0.5078471304104651,0.619833208291275,78.0,5,1,1,0,1
283,LP001917,0,0,0,0,0,-0.5880561101813165,0.7817065719116859,54.0,8,1,1,0,1
284,LP001922,1,1,0,0,0,2.4985163848374055,-1.1028368386382617,128.0,8,1,0,0,0
285,LP001924,1,0,0,0,0,-0.3675632617092005,0.974945394436721,89.0,8,1,1,0,0
286,LP001925,0,0,0,0,1,-0.45890328357070065,0.7911630558416858,99.0,7,1,0,1,0
287,LP001926,1,1,0,0,0,-0.278187541393109,0.8392715788911479,120.0,8,1,1,0,0
288,LP001931,0,0,0,0,0,-0.20943698730380778,-1.1028368386382617,115.0,8,1,1,1,0
289,LP001935,1,0,0,0,0,0.6718796394028532,-1.1028368386382617,187.0,8,1,1,0,0
290,LP001936,1,1,0,0,0,-0.38114968073161004,0.8994640725515252,139.0,8,1,1,0,0
291,LP001938,1,1,2,0,0,-0.16425805175940986,-1.1028368386382617,127.0,8,0,0,1,0
292,LP001940,1,1,2,0,0,-0.3683817206864541,0.7611481919640074,134.0,8,1,1,0,1
293,LP001945,0,0,0,0,0,0.0022165042139694682,-1.1028368386382617,143.0,9,0,0,0,1
294,LP001947,1,1,0,0,0,-0.4944244031835063,1.0036174758726546,172.0,8,1,1,1,0
295,LP001949,1,1,3,0,0,-0.16163898303219837,0.6924558783469742,110.0,8,1,1,0,1
296,LP001953,1,1,1,0,0,0.24087914198111504,-1.1028368386382617,200.0,8,1,1,1,0
297,LP001954,0,1,1,0,0,-0.12071603416951909,-1.1028368386382617,135.0,8,1,1,0,1
298,LP001955,0,0,0,0,0,-0.06604297448897957,0.9156467876590294,151.0,9,1,0,0,0
299,LP001963,1,1,1,0,0,-0.5548266757048209,0.961052023217619,113.0,8,1,0,0,1
300,LP001964,1,1,0,1,0,-0.5898567199312744,0.9620474181531079,93.0,8,0,0,0,1
301,LP001972,1,1,0,1,0,-0.4138880398217535,0.7971421654679766,105.0,8,1,1,1,0
302,LP001974,0,0,0,0,0,-0.06604297448897957,-1.1028368386382617,132.0,8,1,1,0,0
303,LP001977,1,1,1,0,0,-0.6185027841351499,0.8065265696171541,96.0,8,1,1,0,1
304,LP001978,1,0,0,0,0,-0.2297347699396967,0.9104230116613856,140.0,8,1,1,0,0
305,LP001990,1,0,0,1,0,-0.557118360841131,-1.1028368386382617,128.0,8,1,0,0,1
306,LP001993,0,0,0,0,0,-0.2686934172569674,0.7817065719116859,135.0,8,1,1,0,0
307,LP001994,0,0,0,0,0,-0.4916416426608441,0.8168422630191141,104.0,8,0,0,0,1
308,LP001996,1,0,0,0,0,2.4274741456117943,-1.1028368386382617,480.0,8,1,0,0,0
309,LP001998,1,1,2,1,0,0.370523043978083,-1.1028368386382617,185.0,8,1,1,0,0
310,LP002002,0,0,0,0,0,-0.40701298441282335,-1.1028368386382617,84.0,8,1,1,1,0
311,LP002004,1,0,0,1,0,-0.4053760664583162,0.8980025128787907,111.0,8,1,1,1,0
312,LP002006,0,0,0,0,0,-0.47412662054761734,-1.1028368386382617,56.0,8,1,1,0,0
313,LP002008,1,1,2,0,1,0.0560711049172554,-1.1028368386382617,144.0,3,1,1,0,0
314,LP002024,1,1,0,0,0,-0.47969214159294177,0.813438866499111,159.0,8,1,0,0,0
315,LP002031,1,1,1,1,0,-0.3281135390055777,0.7767803286756234,111.0,5,1,1,0,1
316,LP002035,1,1,2,0,0,-0.27605954805224964,-1.1028368386382617,120.0,8,1,1,1,0
317,LP002036,1,1,0,0,0,-0.5476242367049894,0.8598529620637275,88.0,8,1,1,0,1
318,LP002043,0,0,1,0,0,-0.30486930405157586,-1.1028368386382617,112.0,8,1,1,1,0
319,LP002050,1,1,1,0,1,0.7524160027646061,-1.1028368386382617,155.0,8,1,0,0,0
320,LP002051,1,1,0,0,0,-0.4916416426608441,0.8647346934669391,115.0,8,1,1,1,0
321,LP002053,1,1,3,0,0,-0.17375217589555145,0.14254173259826042,124.0,8,1,1,1,0
322,LP002054,1,1,2,1,0,-0.2950477963245328,0.7670967505144521,128.0,8,1,1,0,0
323,LP002055,0,0,0,0,0,-0.3662537273455948,0.9676343023448959,132.0,8,1,1,0,0
324,LP002065,1,1,3,0,0,1.5708749800181916,-1.1028368386382617,300.0,8,1,1,0,0
325,LP002067,1,1,1,0,1,0.5340511476333494,1.1363915887619058,376.0,8,0,0,0,0
326,LP002068,1,0,0,0,0,-0.07962939351138909,-1.1028368386382617,130.0,8,0,1,0,0
327,LP002082,1,1,0,0,1,0.06785691418970703,0.8637050465203028,184.0,8,1,1,1,0
328,LP002086,0,1,0,0,0,-0.1752254020546079,0.9040731950312638,110.0,8,1,0,0,1
329,LP002087,0,0,0,0,0,-0.47527246311577237,-1.1028368386382617,67.0,8,1,1,0,1
330,LP002097,1,0,1,0,0,-0.16687712048662132,0.8047759640006967,117.0,8,1,1,0,1
331,LP002098,1,0,0,0,0,-0.40406653209471044,-1.1028368386382617,98.0,8,1,1,1,0
332,LP002100,1,0,0,0,0,-0.42076309523068356,-1.1028368386382617,71.0,8,1,1,0,1
333,LP002101,1,1,0,0,0,9.483245296719506,-1.1028368386382617,490.0,5,1,1,0,1
334,LP002103,1,1,1,0,1,0.7250794729243363,0.8117241197788808,182.0,5,1,1,0,1
335,LP002106,1,1,0,0,1,0.01629399862273114,1.1016674213365474,70.0,8,1,1,1,0
336,LP002110,1,1,1,0,0,-0.02512002562630029,0.5117774895919517,160.0,8,1,1,0,0
337,LP002112,1,1,2,0,1,-0.47527246311577237,1.1097157064688614,176.0,8,1,1,0,0
338,LP002113,0,0,3,1,0,-0.5849459660677528,-1.1028368386382617,128.0,8,0,0,0,1
339,LP002114,0,0,0,0,0,-0.20354408266758195,-1.1028368386382617,71.0,8,1,1,1,0
340,LP002115,1,1,3,1,0,-0.451209769184517,0.7665066667771046,173.0,8,1,0,0,0
341,LP002116,0,0,0,0,0,-0.49524286216075986,-1.1028368386382617,46.0,8,1,0,0,0
342,LP002119,1,1,1,1,0,-0.13904951525999942,0.6872397738209368,158.0,8,1,1,0,1
343,LP002126,1,1,3,1,0,-0.3651078847774398,-1.1028368386382617,74.0,8,1,1,1,0
344,LP002128,1,1,2,0,0,-0.4616860440933629,0.8878663999268087,125.0,8,1,1,0,0
345,LP002129,1,1,0,0,0,-0.4754361549112231,0.904987584314833,160.0,8,1,1,1,0
346,LP002130,1,1,0,1,0,-0.3078157563696888,0.9932804849417651,152.0,8,0,0,0,0
347,LP002131,1,1,2,1,0,-0.3798401463680043,0.8648815304076692,126.0,8,1,1,0,1
348,LP002137,1,1,0,0,0,0.15215818884682636,1.1084837902944422,259.0,8,1,1,1,0
349,LP002138,1,1,0,0,0,-0.45481098868443276,1.2126444987659413,187.0,8,1,1,0,0
350,LP002139,1,1,0,0,0,0.6023106263362985,-1.1028368386382617,228.0,8,1,1,1,0
351,LP002140,1,0,0,0,0,0.5478012584512096,1.0769147542037931,308.0,8,1,0,0,0
352,LP002141,1,1,3,0,0,-0.44809962507095336,0.8521669790391802,95.0,8,1,1,0,0
353,LP002142,0,1,0,0,1,0.01580292323637899,-1.1028368386382617,105.0,8,0,0,0,0
354,LP002143,0,1,0,0,0,-0.4878767313654776,0.4207270772228862,130.0,8,1,1,1,0
355,LP002144,0,0,0,0,0,-0.2603451356889808,-1.1028368386382617,116.0,5,1,1,0,1
356,LP002149,1,1,2,0,0,0.4795417797482606,0.9868652726290139,165.0,8,1,1,0,0
357,LP002151,1,1,1,0,0,-0.2501962443710363,-1.1028368386382617,67.0,8,1,0,0,1
358,LP002158,1,1,0,1,0,-0.3934265653904138,0.7817065719116859,100.0,9,0,0,0,1
359,LP002160,1,1,3,0,0,-0.038706444648709815,0.9868652726290139,200.0,8,1,1,1,0
360,LP002161,0,0,1,0,0,-0.11138560182882822,-1.1028368386382617,81.0,8,1,0,1,0
361,LP002170,1,1,2,0,0,-0.06604297448897957,1.0347873714941807,236.0,8,1,1,1,0
362,LP002175,1,1,0,0,0,-0.10696592335165886,0.8882776996937887,130.0,8,1,1,0,1
363,LP002178,1,1,0,0,0,-0.3912985720495545,0.9728111080849005,95.0,7,1,1,0,1
364,LP002180,1,0,0,0,1,0.23220347682222703,-1.1028368386382617,141.0,8,1,1,0,0
365,LP002181,1,0,0,1,0,0.13300624877909245,-1.1028368386382617,133.0,8,1,0,0,0
366,LP002187,1,0,0,0,0,-0.47527246311577237,-1.1028368386382617,96.0,9,1,0,1,0
367,LP002188,1,0,0,0,0,-0.04574519185309065,-1.1028368386382617,124.0,8,0,0,0,0
368,LP002190,1,1,1,0,0,0.15084865448322063,-1.1028368386382617,175.0,8,1,1,1,0
369,LP002191,1,1,0,0,0,2.3451371725000834,1.1548902139742234,570.0,8,1,0,0,0
370,LP002194,0,0,0,0,1,1.695117052765286,-1.1028368386382617,55.0,8,1,1,1,0
371,LP002197,1,1,2,0,0,-0.0357599923305969,-1.1028368386382617,155.0,8,1,1,1,0
372,LP002201,1,1,2,0,1,0.6415966572444706,1.2914035913970543,380.0,7,1,1,0,0
373,LP002205,1,0,1,0,0,-0.3832776740724694,0.8372063562946098,111.0,5,0,0,0,1
374,LP002209,0,0,0,0,0,-0.4320578291167831,0.7402985847397701,110.0,8,1,1,0,1
375,LP002211,1,1,0,0,0,-0.09599857305646081,0.5998826709168817,120.0,5,1,1,0,1
376,LP002219,1,1,3,0,0,0.5478012584512096,1.137262763934036,130.0,8,1,1,0,0
377,LP002223,1,1,0,0,0,-0.1789903133499744,-1.1028368386382617,130.0,8,1,1,1,0
378,LP002224,1,0,0,0,0,-0.38213183150431435,-1.1028368386382617,71.0,9,1,0,0,1
379,LP002225,1,1,2,0,0,-0.002039482467749177,-1.1028368386382617,130.0,8,1,1,0,1
380,LP002226,1,1,0,0,0,-0.338917197505325,0.9104230116613856,128.0,8,1,1,1,0
381,LP002229,1,0,0,0,0,0.08799100503014524,1.0820377028104604,296.0,8,1,1,1,0
382,LP002231,0,0,0,0,0,0.09764882096173755,-1.1028368386382617,156.0,8,1,1,0,1
383,LP002234,1,0,0,0,1,0.28867714625272445,-1.1028368386382617,128.0,8,1,1,0,1
384,LP002236,1,1,2,0,0,-0.13708521371459081,-1.1028368386382617,100.0,8,1,0,0,1
385,LP002237,1,0,1,0,0,-0.2842441378247855,-1.1028368386382617,113.0,5,1,1,0,1
386,LP002239,1,0,0,1,0,-0.5004809996151828,0.7690561615992298,132.0,8,1,1,1,0
387,LP002243,1,1,0,1,0,-0.39178964743590666,0.9836643793333827,128.0,8,0,0,0,1
388,LP002244,1,1,0,0,0,-0.5026089929560421,0.8995966310282062,136.0,8,1,1,0,1
389,LP002250,1,1,0,0,0,0.013838621690970384,-1.1028368386382617,125.0,8,1,1,0,0
390,LP002255,1,0,3,0,0,0.6160607371541587,-1.1028368386382617,185.0,8,1,1,0,0
391,LP002262,1,1,3,0,0,0.6712248722210503,-1.1028368386382617,275.0,8,1,1,0,0
392,LP002263,1,1,0,0,0,-0.4616860440933629,0.8570099560275386,120.0,8,1,1,0,1
393,LP002265,1,1,2,1,0,-0.558264203409286,0.7739047459340723,113.0,5,1,1,1,0
394,LP002266,1,1,2,0,0,-0.3770573858453421,0.7274818200155008,113.0,8,1,1,0,1
395,LP002272,1,1,2,0,0,-0.34824762984601587,0.4083537876053836,135.0,8,1,1,1,0
396,LP002277,0,0,0,0,0,-0.36396204220928474,-1.1028368386382617,71.0,8,0,0,0,1
397,LP002281,1,1,0,0,0,-0.38802473614054017,0.7402985847397701,95.0,8,1,1,0,1
398,LP002284,1,0,0,1,0,-0.24577656589386698,0.7817065719116859,109.0,8,1,1,0,0
399,LP002287,0,0,0,0,0,-0.6389642585664895,0.8060023488425568,103.0,8,0,0,1,0
400,LP002288,1,1,2,1,0,-0.4115963546854434,-1.1028368386382617,45.0,5,0,0,0,1
401,LP002296,1,0,0,1,0,-0.4335310552758395,-1.1028368386382617,65.0,7,1,0,0,0
402,LP002297,1,0,0,0,0,-0.47527246311577237,1.620599639396971,103.0,8,1,1,1,0
403,LP002300,0,0,0,1,0,-0.5631749572728075,-1.1028368386382617,53.0,8,1,1,1,0
404,LP002301,0,0,0,0,1,0.33352869820622094,-1.1028368386382617,194.0,8,1,0,0,0
405,LP002305,0,0,0,0,0,-0.14019535782815443,-1.1028368386382617,115.0,8,1,1,1,0
406,LP002308,1,1,0,1,0,-0.5297818310008612,0.897336087537152,115.0,8,1,1,0,1
407,LP002314,0,0,0,1,0,-0.5222520084101282,-1.1028368386382617,66.0,8,1,1,0,0
408,LP002315,1,1,1,0,0,0.4741399504983869,-1.1028368386382617,152.0,7,0,0,1,0
409,LP002317,1,1,3,0,0,12.374533479765521,-1.1028368386382617,360.0,8,0,0,0,0
410,LP002318,0,0,1,1,1,-0.2515057787346421,-1.1028368386382617,62.0,8,1,0,1,0
411,LP002319,1,1,0,0,0,0.13955392059712113,-1.1028368386382617,160.0,8,1,1,0,1
412,LP002328,1,1,0,1,0,0.11336323332500639,-1.1028368386382617,218.0,8,0,0,0,0
413,LP002332,1,1,0,1,0,-0.5157043365920995,0.8444578898578305,110.0,8,1,1,0,0
414,LP002335,0,1,0,1,0,-0.5327282833189741,0.993986004405426,178.0,8,0,0,1,0
415,LP002337,0,0,0,0,0,-0.3942450243676674,-1.1028368386382617,60.0,8,1,1,0,1
416,LP002341,0,0,1,0,0,-0.45890328357070065,-1.1028368386382617,160.0,8,1,0,0,1
417,LP002342,1,1,2,0,1,-0.6225950790214178,1.620599639396971,239.0,8,1,0,0,1
418,LP002345,1,1,0,0,0,-0.7167178614055801,0.9437906661362365,112.0,8,1,1,0,0
419,LP002347,1,1,0,0,0,-0.3531583837095374,0.7312261019077848,138.0,8,1,1,1,0
420,LP002348,1,1,0,0,0,0.06965752393966493,-1.1028368386382617,138.0,8,1,1,0,0
421,LP002357,0,0,0,1,0,-0.4392602681166146,-1.1028368386382617,80.0,8,0,0,0,1
422,LP002361,1,1,0,0,0,-0.58658288402226,0.7915284903572551,100.0,8,1,1,0,1
423,LP002362,1,1,1,0,0,0.302263565275134,0.7818945952900874,110.0,8,0,0,0,1
424,LP002364,1,1,0,0,0,1.5512319645641055,-1.1028368386382617,96.0,8,1,1,1,0
425,LP002366,1,1,0,0,0,-0.44809962507095336,1.087318457509518,121.0,8,1,1,0,0
426,LP002367,0,0,1,1,0,-0.1305375418965621,-1.1028368386382617,81.0,8,1,0,0,0
427,LP002368,1,1,2,0,0,0.08700885425744094,-1.1028368386382617,133.0,8,1,1,1,0
428,LP002369,1,1,0,0,0,-0.4065219090264712,-0.4765744884773072,87.0,8,1,1,0,0
429,LP002370,1,0,0,1,0,-0.4397513435029668,-1.1028368386382617,60.0,5,1,1,0,1
430,LP002377,0,0,1,0,1,0.5271760922244193,-1.1028368386382617,150.0,8,1,1,1,0
431,LP002379,1,0,0,0,0,0.17949471868709613,-1.1028368386382617,105.0,8,0,0,0,0
432,LP002386,1,0,0,0,0,1.2231936064808686,-1.1028368386382617,405.0,8,1,1,1,0
433,LP002387,1,1,0,0,0,-0.48754934777457615,0.8892354675855056,143.0,8,1,1,1,0
434,LP002390,1,0,0,0,0,-0.270657718802376,-1.1028368386382617,100.0,8,1,1,0,1
435,LP002393,0,1,0,0,0,0.7601095171507898,-1.1028368386382617,128.0,6,1,1,1,0
436,LP002398,1,0,0,0,0,-0.569231553704484,0.8148043743379554,50.0,8,1,1,1,0
437,LP002401,1,1,0,0,0,-0.5222520084101282,0.6601042368953,128.0,8,1,1,0,1
438,LP002403,1,0,0,0,1,0.8205117896721044,-1.1028368386382617,187.0,8,0,0,0,1
439,LP002407,0,1,0,1,1,0.2845848513664565,-1.1028368386382617,138.0,8,1,1,0,0
440,LP002408,1,0,0,0,0,-0.2853899803929405,1.1417852086678453,187.0,8,1,1,1,0
441,LP002409,1,1,0,0,0,0.4088269241135508,0.8117241197788808,180.0,8,1,1,0,0
442,LP002418,1,0,3,1,0,-0.11400467055603969,0.8381611104017925,148.0,8,1,1,1,0
443,LP002422,1,0,1,0,0,5.289788880863034,-1.1028368386382617,152.0,8,1,1,1,0
444,LP002424,1,1,0,0,0,0.31584998429754346,1.3109410021360957,175.0,7,1,1,0,0
445,LP002429,1,1,1,0,1,-0.31714618871037964,0.6824477107139286,130.0,8,1,1,0,0
446,LP002434,1,1,2,1,0,-0.12300771930582913,-1.1028368386382617,110.0,8,1,1,0,0
447,LP002435,1,1,0,0,0,-0.3051966876424773,0.7221223215334122,55.0,8,1,0,0,0
448,LP002443,1,1,2,0,0,-0.33777135493717,0.7898808744145094,150.0,8,0,0,0,0
449,LP002444,1,0,1,1,1,-0.43123937013952945,0.7575271997237666,190.0,8,1,0,1,0
450,LP002446,1,1,2,1,0,-0.5065375960468593,0.6936856572275871,125.0,8,0,0,0,0
451,LP002447,1,1,2,1,0,-0.563993416250061,0.7396587488338261,60.0,7,1,1,0,1
452,LP002448,1,1,0,0,0,-0.238246743303134,0.7940753909056142,149.0,8,0,0,0,0
453,LP002449,1,1,0,0,0,-0.47805522363843456,0.9060296057609949,90.0,5,0,1,0,0
454,LP002453,1,0,0,0,1,0.27525441902576564,-1.1028368386382617,84.0,8,1,1,1,0
455,LP002455,1,1,2,0,0,-0.25281531309824784,-1.1028368386382617,96.0,8,1,1,1,0
456,LP002459,1,1,0,0,0,-0.18046353950903085,-1.1028368386382617,118.0,8,1,1,0,1
457,LP002467,1,1,0,0,0,-0.2775327742113061,0.9191688702254042,173.0,8,1,0,0,1
458,LP002472,1,0,2,0,0,-0.17178787435014284,-1.1028368386382617,136.0,8,1,1,0,0
459,LP002473,1,1,0,0,0,0.47970547154371135,-1.1028368386382617,160.0,8,1,0,1,0
460,LP002478,1,1,0,0,1,-0.5435319418187214,1.0701817958104238,160.0,8,1,1,1,0
461,LP002484,1,1,3,0,0,0.3824725450459853,-1.1028368386382617,128.0,5,1,1,0,1
462,LP002487,1,1,0,0,0,-0.3909711884586531,0.8678049678308783,153.0,8,1,1,0,0
463,LP002489,0,0,1,1,0,-0.034777841557892604,-1.1028368386382617,132.0,8,1,1,1,0
464,LP002493,1,0,0,0,0,-0.20256193189487764,-1.1028368386382617,98.0,8,0,0,1,0
465,LP002494,1,0,0,0,0,0.09764882096173755,-1.1028368386382617,140.0,8,1,1,0,0
466,LP002500,1,1,3,1,0,-0.40210223054930183,0.7813302064880006,70.0,5,0,0,0,1
467,LP002501,1,1,0,0,0,1.8478414979208049,-1.1028368386382617,110.0,8,1,1,1,0
468,LP002502,0,1,2,1,0,-0.8501266746979146,0.9601648057473936,98.0,8,1,1,1,0
469,LP002505,1,1,0,0,0,-0.1752254020546079,0.9040731950312638,110.0,8,1,0,0,1
470,LP002515,1,1,1,0,1,-0.3197652574375911,0.8515566931450821,162.0,8,1,1,1,0
471,LP002517,1,1,1,1,0,-0.4502276184118127,0.7489211648804954,113.0,5,0,0,0,0
472,LP002519,1,1,3,0,0,-0.11662373928325116,-1.1028368386382617,100.0,8,1,1,1,0
473,LP002522,0,0,0,0,1,-0.47527246311577237,-1.1028368386382617,93.0,8,1,1,0,1
474,LP002524,1,0,2,0,0,0.021041060690801937,1.1131710745143404,162.0,8,1,1,0,0
475,LP002527,1,1,2,0,1,1.8205049680805352,0.6284057931035546,150.0,8,1,1,0,0
476,LP002529,1,1,2,0,0,0.21223307777723954,0.7971421654679766,230.0,7,1,1,1,0
477,LP002530,1,1,2,0,0,-0.4142154234126549,0.8183625927977208,132.0,8,0,0,1,0
478,LP002531,1,1,1,0,1,1.843749203034537,0.8767104897336425,86.0,8,1,1,1,0
479,LP002533,1,1,2,0,0,-0.40210223054930183,0.7696417391278769,128.0,8,1,0,0,1
480,LP002534,0,0,0,1,0,-0.17244264153194572,-1.1028368386382617,154.0,8,1,1,0,0
481,LP002536,1,1,3,1,0,-0.3778758448225957,-1.1028368386382617,113.0,8,1,1,0,0
482,LP002537,1,1,0,0,0,-0.5435319418187214,0.9851136133625721,128.0,8,1,1,1,0
483,LP002541,1,1,0,0,0,0.8887712683750534,-1.1028368386382617,234.0,8,1,1,1,0
484,LP002543,1,1,2,0,0,0.4795417797482606,-1.1028368386382617,246.0,8,1,1,1,0
485,LP002544,1,1,1,1,0,-0.563993416250061,0.9021054880668747,131.0,8,1,1,0,0
486,LP002545,1,0,2,0,0,-0.30388715327887156,-1.1028368386382617,80.0,8,0,0,0,0
487,LP002547,1,1,1,0,0,2.116459734255432,-1.1028368386382617,500.0,8,1,0,0,1
488,LP002555,1,1,2,0,1,-0.13430245319192863,0.8521669790391802,160.0,8,1,1,1,0
489,LP002556,1,0,0,0,0,-0.485912429820069,-1.1028368386382617,75.0,8,1,0,0,1
490,LP002560,1,0,0,1,0,-0.44269779582107965,0.9451853744179736,96.0,8,1,1,1,0
491,LP002562,1,1,1,1,0,-0.01153360660389077,0.6617326494563567,186.0,8,1,1,0,1
492,LP002571,1,0,0,1,0,-0.2803155347339683,-1.1028368386382617,110.0,8,1,1,0,0
493,LP002582,0,0,0,1,1,1.9413095131231644,-1.1028368386382617,225.0,8,1,1,1,0
494,LP002585,1,1,0,0,0,-0.2957025635063357,0.8632628080499196,119.0,8,0,0,0,0
495,LP002586,0,1,1,0,0,-0.34006304007348004,0.5965886025972575,105.0,3,1,1,1,0
496,LP002587,1,1,0,1,0,-0.45890328357070065,0.7880405965034685,107.0,8,1,1,0,0
497,LP002588,1,1,0,0,0,-0.1274273977829985,0.9534367568630437,111.0,0,1,1,0,1
498,LP002600,1,1,1,0,1,-0.4106142039127391,-1.1028368386382617,95.0,8,1,1,1,0
499,LP002602,1,0,0,0,0,0.1439735990742905,1.0961480625379916,209.0,8,0,0,0,0
500,LP002603,0,0,0,0,0,-0.7789207436768526,1.0362170373910435,113.0,9,1,1,0,0
501,LP002606,0,0,0,0,0,-0.3673995699137498,-1.1028368386382617,100.0,8,1,1,1,0
502,LP002615,1,1,2,0,0,-0.08814136687482639,1.1769950631021049,208.0,8,1,1,1,0
503,LP002618,1,1,1,1,0,-0.22155018016716085,1.1571759760134661,138.0,8,1,0,0,0
504,LP002619,1,1,0,1,0,-0.2601814438935301,0.7453731803657196,124.0,7,1,1,1,0
505,LP002622,1,1,2,0,0,-0.3099437497105481,1.0961480625379916,243.0,8,1,1,0,0
506,LP002624,1,1,0,0,0,2.5256892228822245,1.2345714369577363,480.0,8,1,1,0,1
507,LP002625,1,0,0,0,0,-0.29799424864264573,-1.1028368386382617,96.0,8,1,0,0,1
508,LP002626,1,1,0,0,1,-0.47870999082023746,0.9706635396040477,188.0,8,1,1,0,1
509,LP002634,0,0,1,0,0,1.2863786395248453,-1.1028368386382617,40.0,8,1,1,0,1
510,LP002637,1,0,0,1,0,-0.295538871710885,0.7014488295440956,100.0,8,1,0,0,0
511,LP002640,1,1,1,0,0,0.10828878766603417,0.8399044919544589,250.0,8,1,1,1,0
512,LP002643,1,1,2,0,0,-0.3471017872778609,0.8447696608836562,148.0,8,1,1,0,1
513,LP002648,1,1,0,0,0,-0.5358384274325377,1.2345204157980365,70.0,5,1,0,1,0
514,LP002652,1,0,0,0,0,0.06736583880335488,1.0346978226177024,311.0,8,1,0,0,0
515,LP002659,1,1,3,0,0,-0.31714618871037964,1.0127027475131591,150.0,8,1,1,0,0
516,LP002670,0,1,2,0,0,-0.5520439151821587,0.7752497777552919,113.0,9,1,1,1,0
517,LP002682,1,1,0,1,0,-0.38131337252706077,0.8060023488425568,123.0,8,0,0,1,0
518,LP002683,1,0,0,0,0,-0.1179332736468569,0.82553280210713,185.0,8,1,0,1,0
519,LP002684,0,0,0,1,0,-0.327949847210127,-1.1028368386382617,95.0,8,1,0,0,0
520,LP002689,1,1,2,1,0,-0.5256895361145932,0.7957024844073366,45.0,8,1,1,1,0
521,LP002690,1,0,0,0,0,-0.47527246311577237,-1.1028368386382617,55.0,8,1,1,1,0
522,LP002692,1,1,3,0,1,0.04477637103115592,0.7327555988879841,100.0,8,1,1,0,0
523,LP002693,1,1,2,0,1,0.4165204384997345,1.259173866648332,480.0,8,1,1,0,0
524,LP002697,1,0,0,0,0,-0.11842434903320906,0.8527761635159424,128.0,8,1,0,1,0
525,LP002699,1,1,2,0,1,1.9801044686449842,-1.1028368386382617,400.0,8,1,1,0,0
526,LP002705,1,1,0,0,0,-0.26656542391610805,-1.1028368386382617,110.0,8,1,1,1,0
527,LP002706,1,1,1,1,0,-0.019390812785525194,0.7340609787872838,161.0,8,0,1,1,0
528,LP002714,1,0,1,1,0,-0.445971631730094,0.7050255234121201,94.0,8,1,1,1,0
529,LP002716,1,0,0,1,0,0.22581949679964905,-1.1028368386382617,130.0,8,1,1,1,0
530,LP002717,1,1,0,0,0,-0.7167178614055801,1.169492463274732,216.0,8,1,1,0,0
531,LP002720,1,1,3,0,0,-0.1837373754180452,-1.1028368386382617,100.0,8,1,1,0,1
532,LP002723,1,0,2,0,0,-0.29717578966539215,-1.1028368386382617,110.0,8,0,0,0,0
533,LP002729,1,0,1,0,0,0.9570307470780025,-1.1028368386382617,196.0,8,1,0,1,0
534,LP002731,0,0,0,1,1,2.088959512619711,-1.1028368386382617,125.0,8,1,1,0,1
535,LP002732,1,0,0,1,0,-0.46708787334323654,0.8458585943233375,126.0,8,1,1,0,0
536,LP002734,1,1,0,0,0,0.11941982975668293,1.0555570802666843,324.0,8,1,1,0,1
537,LP002738,1,0,2,0,0,-0.29242872759732136,-1.1028368386382617,107.0,8,1,1,1,0
538,LP002739,1,1,0,1,0,-0.40701298441282335,0.4381364051196495,66.0,8,1,0,0,0
539,LP002740,1,1,3,0,0,0.1659082996646866,-1.1028368386382617,157.0,5,1,1,0,0
540,LP002741,0,1,1,0,0,-0.13021015830566068,0.9520752106220964,140.0,5,1,1,1,0
541,LP002743,0,0,0,0,0,-0.534528893068932,-1.1028368386382617,99.0,8,0,0,1,0
542,LP002753,0,0,1,0,0,-0.28669951475654626,-1.1028368386382617,95.0,8,1,1,1,0
543,LP002755,1,1,1,1,0,-0.5179960217284095,0.9134905242409536,128.0,8,1,1,0,1
544,LP002757,0,1,0,1,0,-0.39064380486775163,0.5007892377788481,102.0,8,1,1,1,0
545,LP002767,1,1,0,0,0,-0.4314030619349802,0.8312580811716008,155.0,8,1,1,0,0
546,LP002768,1,0,0,1,0,-0.3348249026190571,-1.1028368386382617,80.0,1,1,0,1,0
547,LP002772,1,0,0,0,0,-0.47101647643405375,0.8030161505617157,145.0,8,1,1,0,0
548,LP002776,0,0,0,0,0,-0.06604297448897957,-1.1028368386382617,103.0,8,0,0,1,0
549,LP002777,1,1,0,0,0,-0.428620301412318,0.8417961261448696,110.0,8,1,1,0,0
550,LP002778,1,1,2,0,1,0.2012657274820415,-1.1028368386382617,128.0,8,0,0,0,0
551,LP002784,1,1,1,1,0,-0.4765819974793781,0.8939842435376513,128.0,8,1,1,0,0
